game_pk,BAT_TEAM,N,HR,venue_name,venue_id
631233,WSH,38,4,Citi Field,3289
631234,NYM,31,3,Citi Field,3289
631234,NYY,29,0,Citi Field,3289
631235,MIA,23,1,Citi Field,3289
631235,NYM,24,0,Citi Field,3289
631236,MIA,24,1,Citi Field,3289
631236,NYM,25,3,Citi Field,3289
631237,MIA,17,1,Citi Field,3289
631237,NYM,23,1,Citi Field,3289
631238,BOS,25,2,Citi Field,3289
631238,NYM,21,0,Citi Field,3289
631239,BOS,26,1,Citi Field,3289
631239,NYM,26,2,Citi Field,3289
631240,ATL,37,4,Citi Field,3289
631240,NYM,27,0,Citi Field,3289
631241,ATL,25,2,Citi Field,3289
631241,NYM,28,0,Citi Field,3289
631242,ATL,15,0,Citi Field,3289
631242,NYM,24,1,Citi Field,3289
631243,NYM,21,0,Citi Field,3289
631243,WSH,24,1,Citi Field,3289
631244,CIN,25,0,Target Field,3312
631244,MIN,21,0,Target Field,3312
631245,CIN,24,0,Target Field,3312
631245,MIN,25,0,Target Field,3312
631246,CIN,28,3,Target Field,3312
631246,MIN,21,0,Target Field,3312
631247,CWS,30,1,Target Field,3312
631247,MIN,21,1,Target Field,3312
631248,MIL,22,1,Target Field,3312
631248,MIN,27,1,Target Field,3312
631249,MIL,30,4,Target Field,3312
631249,MIN,28,1,Target Field,3312
631250,DET,28,2,Target Field,3312
631250,MIN,25,3,Target Field,3312
631251,DET,30,0,Target Field,3312
631251,MIN,26,3,Target Field,3312
631252,KC,22,2,Target Field,3312
631252,MIN,26,1,Target Field,3312
631253,CWS,21,0,Target Field,3312
631253,MIN,25,3,Target Field,3312
631254,DET,31,3,Target Field,3312
631254,MIN,32,1,Target Field,3312
631255,DET,18,0,Target Field,3312
631255,MIN,29,2,Target Field,3312
631256,CLE,24,1,Target Field,3312
631256,MIN,18,2,Target Field,3312
631257,CLE,21,1,Target Field,3312
631257,MIN,23,5,Target Field,3312
631258,KC,23,1,Target Field,3312
631258,MIN,24,2,Target Field,3312
631259,CLE,27,0,Target Field,3312
631259,MIN,20,4,Target Field,3312
631260,MIL,25,0,Target Field,3312
631260,MIN,28,0,Target Field,3312
631261,CWS,25,0,Target Field,3312
631261,MIN,27,0,Target Field,3312
631262,DET,17,0,Target Field,3312
631262,MIN,12,2,Target Field,3312
631263,MIL,29,4,Miller Park,32
631263,STL,24,0,Miller Park,32
631264,DET,21,1,Target Field,3312
631264,MIN,21,1,Target Field,3312
631265,MIL,16,1,Miller Park,32
631265,STL,22,2,Miller Park,32
631266,KC,27,1,Miller Park,32
631266,MIL,25,3,Miller Park,32
631267,KC,15,0,Miller Park,32
631267,MIL,15,1,Miller Park,32
631268,KC,28,1,Miller Park,32
631268,MIL,21,2,Miller Park,32
631269,MIN,27,2,Target Field,3312
631269,STL,24,2,Target Field,3312
631270,MIN,17,1,Target Field,3312
631270,STL,20,0,Target Field,3312
631271,CLE,24,1,Target Field,3312
631271,MIN,16,0,Target Field,3312
631272,CLE,23,0,Target Field,3312
631272,MIN,21,2,Target Field,3312
631273,CLE,18,0,Target Field,3312
631273,MIN,22,3,Target Field,3312
631274,CLE,19,0,Target Field,3312
631274,MIN,17,1,Target Field,3312
631275,MIN,23,0,Target Field,3312
631275,PIT,26,1,Target Field,3312
631276,MIN,26,0,Target Field,3312
631276,PIT,26,0,Target Field,3312
631277,MIL,22,3,Miller Park,32
631277,PIT,31,1,Miller Park,32
631278,MIL,23,0,Miller Park,32
631278,PIT,22,2,Miller Park,32
631279,KC,17,1,Target Field,3312
631279,MIN,11,1,Target Field,3312
631280,KC,15,1,Target Field,3312
631280,MIN,18,1,Target Field,3312
631281,MIL,22,1,Miller Park,32
631281,PIT,17,1,Miller Park,32
631282,MIL,20,0,Miller Park,32
631282,STL,17,0,Miller Park,32
631283,DET,27,0,Miller Park,32
631283,MIL,20,2,Miller Park,32
631284,CHC,15,0,Miller Park,32
631284,MIL,18,0,Miller Park,32
631285,CHC,24,2,Miller Park,32
631285,MIL,25,1,Miller Park,32
631286,CHC,31,1,Miller Park,32
631286,MIL,21,0,Miller Park,32
631287,DET,32,3,Miller Park,32
631287,MIL,21,1,Miller Park,32
631288,MIL,14,1,Miller Park,32
631288,STL,22,0,Miller Park,32
631289,MIL,19,2,Miller Park,32
631289,STL,14,0,Miller Park,32
631290,CIN,25,3,Miller Park,32
631290,MIL,21,1,Miller Park,32
631291,MIL,20,4,Miller Park,32
631291,PIT,16,1,Miller Park,32
631292,MIL,16,1,Busch Stadium,2889
631292,STL,21,1,Busch Stadium,2889
631293,CWS,26,2,Miller Park,32
631293,MIL,25,0,Miller Park,32
631294,CWS,25,1,Miller Park,32
631294,MIL,18,1,Miller Park,32
631295,CIN,28,2,Miller Park,32
631295,MIL,14,2,Miller Park,32
631296,CIN,22,1,Miller Park,32
631296,MIL,19,0,Miller Park,32
631297,CIN,27,1,Miller Park,32
631297,MIL,26,2,Miller Park,32
631298,MIL,27,1,Miller Park,32
631298,MIN,22,1,Miller Park,32
631299,MIL,25,4,Miller Park,32
631299,MIN,20,3,Miller Park,32
631300,MIL,26,0,Miller Park,32
631300,MIN,36,3,Miller Park,32
631301,CIN,20,2,Miller Park,32
631301,MIL,21,2,Miller Park,32
631302,CIN,18,0,Miller Park,32
631302,MIL,16,0,Miller Park,32
631303,CIN,20,1,Miller Park,32
631303,MIL,16,0,Miller Park,32
631304,MIA,24,0,Marlins Park,4169
631304,TB,22,0,Marlins Park,4169
631305,MIA,18,0,Marlins Park,4169
631305,WSH,22,0,Marlins Park,4169
631306,MIA,26,3,Marlins Park,4169
631306,TB,38,4,Marlins Park,4169
631307,MIA,20,2,Marlins Park,4169
631307,TOR,24,0,Marlins Park,4169
631308,MIA,24,0,Marlins Park,4169
631308,TOR,26,1,Marlins Park,4169
631309,MIA,31,0,Marlins Park,4169
631309,PHI,30,1,Marlins Park,4169
631310,MIA,13,0,Marlins Park,4169
631310,PHI,28,2,Marlins Park,4169
631311,MIA,26,2,Marlins Park,4169
631311,PHI,36,2,Marlins Park,4169
631312,MIA,12,0,Marlins Park,4169
631312,PHI,18,0,Marlins Park,4169
631313,BOS,23,1,Marlins Park,4169
631313,MIA,23,0,Marlins Park,4169
631314,BOS,24,0,Marlins Park,4169
631314,MIA,19,0,Marlins Park,4169
631315,BOS,25,1,Marlins Park,4169
631315,MIA,25,3,Marlins Park,4169
631316,MIA,16,0,Marlins Park,4169
631316,WSH,25,0,Marlins Park,4169
631317,MIA,29,2,Marlins Park,4169
631317,WSH,21,0,Marlins Park,4169
631318,MIA,23,1,Marlins Park,4169
631318,PHI,24,0,Marlins Park,4169
631319,MIA,18,0,Marlins Park,4169
631319,TB,28,0,Marlins Park,4169
631320,MIA,23,1,Marlins Park,4169
631320,PHI,14,1,Marlins Park,4169
631321,MIA,21,2,Marlins Park,4169
631321,PHI,23,2,Marlins Park,4169
631322,ATL,26,1,Marlins Park,4169
631322,MIA,29,0,Marlins Park,4169
631323,MIA,14,0,Citi Field,3289
631323,NYM,16,0,Citi Field,3289
631324,ATL,19,0,Marlins Park,4169
631324,MIA,16,0,Marlins Park,4169
631325,MIA,27,1,Marlins Park,4169
631325,NYM,31,4,Marlins Park,4169
631326,MIA,27,0,Marlins Park,4169
631326,NYM,31,3,Marlins Park,4169
631327,MIA,23,0,Marlins Park,4169
631327,NYM,27,1,Marlins Park,4169
631328,COL,20,1,Dodger Stadium,22
631328,LAD,24,0,Dodger Stadium,22
631329,MIA,18,0,Marlins Park,4169
631329,WSH,37,5,Marlins Park,4169
631330,ATL,26,2,Marlins Park,4169
631330,MIA,21,1,Marlins Park,4169
631331,HOU,31,0,Dodger Stadium,22
631331,LAD,22,2,Dodger Stadium,22
631332,HOU,21,1,Dodger Stadium,22
631332,LAD,27,3,Dodger Stadium,22
631333,LAD,27,4,Dodger Stadium,22
631333,OAK,20,1,Dodger Stadium,22
631334,LAD,27,3,Dodger Stadium,22
631334,OAK,26,1,Dodger Stadium,22
631335,LAD,29,1,Dodger Stadium,22
631335,OAK,13,1,Dodger Stadium,22
631336,LAA,28,3,Dodger Stadium,22
631336,LAD,30,5,Dodger Stadium,22
631337,LAA,29,0,Dodger Stadium,22
631337,LAD,18,3,Dodger Stadium,22
631338,LAA,20,0,Dodger Stadium,22
631338,LAD,23,2,Dodger Stadium,22
631339,BAL,17,0,Oriole Park at Camden Yards,2
631339,MIA,18,0,Oriole Park at Camden Yards,2
631340,BAL,31,4,Oriole Park at Camden Yards,2
631340,MIA,29,1,Oriole Park at Camden Yards,2
631341,MIA,23,1,Nationals Park,3309
631341,WSH,25,2,Nationals Park,3309
631342,MIA,25,4,Marlins Park,4169
631342,WSH,22,0,Marlins Park,4169
631343,LAD,25,1,Dodger Stadium,22
631343,SF,25,3,Dodger Stadium,22
631344,COL,27,2,Dodger Stadium,22
631344,LAD,26,4,Dodger Stadium,22
631345,COL,27,3,Dodger Stadium,22
631345,LAD,33,5,Dodger Stadium,22
631346,LAD,24,0,Dodger Stadium,22
631346,SD,26,1,Dodger Stadium,22
631347,LAD,27,0,Dodger Stadium,22
631347,SD,32,2,Dodger Stadium,22
631348,COL,17,0,Dodger Stadium,22
631348,LAD,31,0,Dodger Stadium,22
631349,COL,28,1,Dodger Stadium,22
631349,LAD,16,2,Dodger Stadium,22
631350,LAD,25,1,Dodger Stadium,22
631350,SD,18,0,Dodger Stadium,22
631351,LAD,30,6,Dodger Stadium,22
631351,SD,27,2,Dodger Stadium,22
631352,LAD,27,3,Dodger Stadium,22
631352,SEA,32,4,Dodger Stadium,22
631353,LAD,18,0,Dodger Stadium,22
631353,SEA,24,0,Dodger Stadium,22
631354,COL,29,3,Dodger Stadium,22
631354,LAD,32,7,Dodger Stadium,22
631355,ARI,23,2,Dodger Stadium,22
631355,LAD,26,0,Dodger Stadium,22
631356,ARI,27,1,Dodger Stadium,22
631356,LAD,24,1,Dodger Stadium,22
631357,HOU,32,0,Angel Stadium,1
631357,LAA,27,2,Angel Stadium,1
631358,LAD,26,4,Dodger Stadium,22
631358,SF,24,1,Dodger Stadium,22
631359,HOU,22,3,Angel Stadium,1
631359,LAA,31,1,Angel Stadium,1
631360,ARI,31,5,Angel Stadium,1
631360,LAA,34,2,Angel Stadium,1
631361,ARI,33,2,Angel Stadium,1
631361,LAA,29,3,Angel Stadium,1
631362,ARI,24,0,Angel Stadium,1
631362,LAA,31,1,Angel Stadium,1
631363,LAA,29,1,Angel Stadium,1
631363,LAD,31,1,Angel Stadium,1
631364,LAA,31,2,Angel Stadium,1
631364,LAD,25,4,Angel Stadium,1
631365,LAA,26,2,Angel Stadium,1
631365,SF,31,1,Angel Stadium,1
631366,LAA,25,1,Angel Stadium,1
631366,SF,28,2,Angel Stadium,1
631367,LAA,30,2,Angel Stadium,1
631367,TEX,23,0,Angel Stadium,1
631368,LAA,24,0,Angel Stadium,1
631368,SD,20,0,Angel Stadium,1
631369,LAA,29,3,Angel Stadium,1
631369,SEA,26,1,Angel Stadium,1
631370,ARI,20,0,Dodger Stadium,22
631370,LAD,28,1,Dodger Stadium,22
631371,LAA,21,0,Angel Stadium,1
631371,SEA,25,1,Angel Stadium,1
631372,LAA,26,1,Angel Stadium,1
631372,TEX,22,2,Angel Stadium,1
631373,LAD,22,2,Dodger Stadium,22
631373,SF,18,0,Dodger Stadium,22
631374,LAA,22,1,Angel Stadium,1
631374,SEA,23,1,Angel Stadium,1
631375,LAA,23,0,Angel Stadium,1
631375,TEX,22,5,Angel Stadium,1
631376,LAA,22,1,Angel Stadium,1
631376,TEX,28,2,Angel Stadium,1
631377,LAD,31,1,Dodger Stadium,22
631377,SF,25,0,Dodger Stadium,22
631378,LAD,35,2,Dodger Stadium,22
631378,SF,22,1,Dodger Stadium,22
631379,LAA,26,1,Angel Stadium,1
631379,SD,29,2,Angel Stadium,1
631380,KC,29,4,Kauffman Stadium,7
631380,STL,25,0,Kauffman Stadium,7
631381,LAA,23,1,Angel Stadium,1
631381,LAD,27,2,Angel Stadium,1
631382,LAD,27,1,Dodger Stadium,22
631382,SF,20,1,Dodger Stadium,22
631383,DET,26,0,Kauffman Stadium,7
631383,KC,22,0,Kauffman Stadium,7
631384,LAD,26,0,Dodger Stadium,22
631384,SF,30,0,Dodger Stadium,22
631385,DET,19,0,Kauffman Stadium,7
631385,KC,27,1,Kauffman Stadium,7
631386,DET,20,0,Kauffman Stadium,7
631386,KC,20,2,Kauffman Stadium,7
631387,LAA,29,3,Angel Stadium,1
631387,SEA,23,1,Angel Stadium,1
631388,HOU,27,1,Angel Stadium,1
631388,LAA,24,3,Angel Stadium,1
631389,LAA,27,3,Angel Stadium,1
631389,SEA,29,1,Angel Stadium,1
631390,LAA,24,2,Angel Stadium,1
631390,SEA,25,2,Angel Stadium,1
631391,HOU,34,0,Angel Stadium,1
631391,LAA,24,1,Angel Stadium,1
631392,HOU,29,2,Angel Stadium,1
631392,LAA,29,0,Angel Stadium,1
631393,HOU,33,1,Angel Stadium,1
631393,LAA,25,1,Angel Stadium,1
631394,LAA,19,1,Angel Stadium,1
631394,SEA,22,0,Angel Stadium,1
631395,LAA,30,4,Angel Stadium,1
631395,OAK,28,2,Angel Stadium,1
631396,LAA,30,4,Angel Stadium,1
631396,OAK,18,0,Angel Stadium,1
631397,LAA,23,2,Angel Stadium,1
631397,OAK,28,3,Angel Stadium,1
631398,DET,31,2,Kauffman Stadium,7
631398,KC,30,2,Kauffman Stadium,7
631399,KC,23,1,Kauffman Stadium,7
631399,PIT,21,1,Kauffman Stadium,7
631400,KC,28,2,Kauffman Stadium,7
631400,PIT,28,3,Kauffman Stadium,7
631401,KC,20,2,Kauffman Stadium,7
631401,PIT,29,0,Kauffman Stadium,7
631402,KC,20,0,Kauffman Stadium,7
631402,STL,23,1,Kauffman Stadium,7
631403,KC,26,1,Kauffman Stadium,7
631403,MIN,28,2,Kauffman Stadium,7
631404,CLE,29,2,Kauffman Stadium,7
631404,KC,18,0,Kauffman Stadium,7
631405,CWS,32,3,Kauffman Stadium,7
631405,KC,31,1,Kauffman Stadium,7
631406,CWS,31,0,Kauffman Stadium,7
631406,KC,30,0,Kauffman Stadium,7
631407,CWS,31,1,Kauffman Stadium,7
631407,KC,25,1,Kauffman Stadium,7
631408,CWS,26,2,Kauffman Stadium,7
631408,KC,21,1,Kauffman Stadium,7
631409,KC,26,2,Kauffman Stadium,7
631409,MIN,21,0,Kauffman Stadium,7
631410,CWS,24,1,Kauffman Stadium,7
631410,KC,29,1,Kauffman Stadium,7
631411,KC,24,0,Kauffman Stadium,7
631411,STL,22,0,Kauffman Stadium,7
631412,KC,27,0,Kauffman Stadium,7
631412,MIN,32,1,Kauffman Stadium,7
631413,CWS,43,2,Kauffman Stadium,7
631413,KC,28,1,Kauffman Stadium,7
631414,CLE,27,0,Kauffman Stadium,7
631414,KC,15,0,Kauffman Stadium,7
631415,CWS,33,0,Kauffman Stadium,7
631415,KC,25,1,Kauffman Stadium,7
631416,CLE,37,4,Kauffman Stadium,7
631416,KC,26,1,Kauffman Stadium,7
631417,CHC,25,0,Kauffman Stadium,7
631417,KC,24,0,Kauffman Stadium,7
631418,CIN,16,0,Kauffman Stadium,7
631418,KC,15,0,Kauffman Stadium,7
631419,KC,27,1,Kauffman Stadium,7
631419,MIN,25,2,Kauffman Stadium,7
631420,KC,25,4,Kauffman Stadium,7
631420,MIN,25,3,Kauffman Stadium,7
631421,KC,25,1,Kauffman Stadium,7
631421,MIN,24,0,Kauffman Stadium,7
631422,CIN,19,4,Kauffman Stadium,7
631422,KC,13,0,Kauffman Stadium,7
631423,HOU,18,0,Minute Maid Park,2392
631423,LAA,18,1,Minute Maid Park,2392
631424,ARI,25,1,Minute Maid Park,2392
631424,HOU,20,2,Minute Maid Park,2392
631425,CHC,22,0,Kauffman Stadium,7
631425,KC,32,3,Kauffman Stadium,7
631426,HOU,23,2,Minute Maid Park,2392
631426,LAA,26,1,Minute Maid Park,2392
631427,HOU,21,1,Minute Maid Park,2392
631427,OAK,16,2,Minute Maid Park,2392
631428,HOU,21,2,Minute Maid Park,2392
631428,OAK,17,0,Minute Maid Park,2392
631429,HOU,21,1,Oakland Coliseum,10
631429,OAK,23,1,Oakland Coliseum,10
631430,HOU,33,1,Minute Maid Park,2392
631430,TEX,27,1,Minute Maid Park,2392
631431,HOU,21,1,Minute Maid Park,2392
631431,TEX,22,1,Minute Maid Park,2392
631432,HOU,28,2,Minute Maid Park,2392
631432,TEX,23,1,Minute Maid Park,2392
631433,HOU,25,2,Minute Maid Park,2392
631433,TEX,22,0,Minute Maid Park,2392
631434,HOU,20,0,Minute Maid Park,2392
631434,TEX,20,0,Minute Maid Park,2392
631435,HOU,27,1,Minute Maid Park,2392
631435,TEX,17,0,Minute Maid Park,2392
631436,ARI,24,2,Minute Maid Park,2392
631436,HOU,28,1,Minute Maid Park,2392
631437,ARI,20,1,Minute Maid Park,2392
631437,HOU,24,0,Minute Maid Park,2392
631438,HOU,30,1,Minute Maid Park,2392
631438,SEA,21,2,Minute Maid Park,2392
631439,HOU,30,1,Minute Maid Park,2392
631439,LAA,21,1,Minute Maid Park,2392
631440,HOU,24,3,Angel Stadium,1
631440,LAA,20,1,Angel Stadium,1
631441,HOU,22,0,Minute Maid Park,2392
631441,SEA,30,0,Minute Maid Park,2392
631442,HOU,23,2,Minute Maid Park,2392
631442,SEA,22,1,Minute Maid Park,2392
631443,HOU,22,1,Minute Maid Park,2392
631443,LAD,32,0,Minute Maid Park,2392
631444,HOU,32,0,Minute Maid Park,2392
631444,LAD,31,2,Minute Maid Park,2392
631445,HOU,26,1,Minute Maid Park,2392
631445,SF,27,1,Minute Maid Park,2392
631446,HOU,31,1,Minute Maid Park,2392
631446,SF,33,2,Minute Maid Park,2392
631447,HOU,24,1,Minute Maid Park,2392
631447,SF,25,0,Minute Maid Park,2392
631448,HOU,24,2,Minute Maid Park,2392
631448,SEA,21,0,Minute Maid Park,2392
631449,HOU,26,1,Minute Maid Park,2392
631449,SEA,18,1,Minute Maid Park,2392
631450,HOU,24,1,Minute Maid Park,2392
631450,SEA,17,0,Minute Maid Park,2392
631451,COL,21,1,Minute Maid Park,2392
631451,HOU,25,0,Minute Maid Park,2392
631452,COL,23,0,Minute Maid Park,2392
631452,HOU,27,0,Minute Maid Park,2392
631453,HOU,28,2,Minute Maid Park,2392
631453,SEA,23,1,Minute Maid Park,2392
631454,CLE,27,2,Comerica Park,2394
631454,DET,19,1,Comerica Park,2394
631455,CHC,32,1,Comerica Park,2394
631455,DET,34,0,Comerica Park,2394
631456,DET,21,0,Target Field,3312
631456,MIN,27,0,Target Field,3312
631457,DET,15,2,Comerica Park,2394
631457,MIN,20,1,Comerica Park,2394
631458,DET,28,0,Comerica Park,2394
631458,MIN,19,1,Comerica Park,2394
631459,DET,18,2,Comerica Park,2394
631459,MIN,23,1,Comerica Park,2394
631460,DET,22,1,Comerica Park,2394
631460,MIL,27,0,Comerica Park,2394
631461,DET,17,0,Comerica Park,2394
631461,MIL,39,5,Comerica Park,2394
631462,DET,24,2,Comerica Park,2394
631462,KC,23,0,Comerica Park,2394
631463,DET,17,0,Comerica Park,2394
631463,KC,23,1,Comerica Park,2394
631464,CLE,31,2,Comerica Park,2394
631464,DET,19,1,Comerica Park,2394
631465,CLE,26,0,Comerica Park,2394
631465,DET,18,0,Comerica Park,2394
631466,CLE,22,0,Comerica Park,2394
631466,DET,25,0,Comerica Park,2394
631467,CHC,22,1,Comerica Park,2394
631467,DET,24,1,Comerica Park,2394
631468,CHC,30,3,Comerica Park,2394
631468,DET,24,1,Comerica Park,2394
631469,CIN,29,0,Comerica Park,2394
631469,DET,16,0,Comerica Park,2394
631470,CIN,13,2,Comerica Park,2394
631470,DET,21,0,Comerica Park,2394
631473,CWS,30,0,Comerica Park,2394
631473,DET,24,2,Comerica Park,2394
631474,CWS,29,2,Comerica Park,2394
631474,DET,27,1,Comerica Park,2394
631475,CWS,25,2,Comerica Park,2394
631475,DET,27,2,Comerica Park,2394
631476,CLE,31,2,Comerica Park,2394
631476,DET,29,2,Comerica Park,2394
631477,CLE,26,0,Comerica Park,2394
631477,DET,19,0,Comerica Park,2394
631478,CWS,18,1,Guaranteed Rate Field,4
631478,DET,23,0,Guaranteed Rate Field,4
631479,CLE,34,5,Comerica Park,2394
631479,DET,28,0,Comerica Park,2394
631480,CIN,22,0,Comerica Park,2394
631480,DET,25,0,Comerica Park,2394
631481,CWS,25,1,Guaranteed Rate Field,4
631481,DET,24,0,Guaranteed Rate Field,4
631482,CWS,26,0,Guaranteed Rate Field,4
631482,MIN,25,0,Guaranteed Rate Field,4
631483,CWS,28,2,Guaranteed Rate Field,4
631483,MIN,20,1,Guaranteed Rate Field,4
631484,CWS,18,1,Guaranteed Rate Field,4
631484,MIN,27,3,Guaranteed Rate Field,4
631485,CWS,21,2,Guaranteed Rate Field,4
631485,MIN,25,3,Guaranteed Rate Field,4
631486,CHC,29,5,Guaranteed Rate Field,4
631486,CWS,23,0,Guaranteed Rate Field,4
631487,CHC,23,1,Guaranteed Rate Field,4
631487,CWS,26,2,Guaranteed Rate Field,4
631488,CHC,26,3,Guaranteed Rate Field,4
631488,CWS,23,2,Guaranteed Rate Field,4
631489,DET,28,2,Comerica Park,2394
631489,KC,34,6,Comerica Park,2394
631490,DET,23,2,Comerica Park,2394
631490,KC,22,1,Comerica Park,2394
631491,CWS,20,4,Guaranteed Rate Field,4
631491,STL,28,0,Guaranteed Rate Field,4
631492,DET,17,2,Comerica Park,2394
631492,KC,30,0,Comerica Park,2394
631493,CWS,24,6,Guaranteed Rate Field,4
631493,DET,21,0,Guaranteed Rate Field,4
631494,DET,24,3,Comerica Park,2394
631494,KC,33,0,Comerica Park,2394
631495,CWS,34,2,Guaranteed Rate Field,4
631495,DET,28,0,Guaranteed Rate Field,4
631496,CWS,29,1,Guaranteed Rate Field,4
631496,DET,28,1,Guaranteed Rate Field,4
631497,CWS,22,3,Guaranteed Rate Field,4
631497,DET,20,1,Guaranteed Rate Field,4
631498,CWS,29,2,Guaranteed Rate Field,4
631498,DET,17,0,Guaranteed Rate Field,4
631499,CWS,26,0,Guaranteed Rate Field,4
631499,PIT,14,0,Guaranteed Rate Field,4
631500,CWS,30,4,Guaranteed Rate Field,4
631500,PIT,23,1,Guaranteed Rate Field,4
631501,CWS,24,3,Guaranteed Rate Field,4
631501,KC,30,2,Guaranteed Rate Field,4
631502,CWS,28,1,Guaranteed Rate Field,4
631502,KC,27,4,Guaranteed Rate Field,4
631503,CLE,23,3,Guaranteed Rate Field,4
631503,CWS,24,1,Guaranteed Rate Field,4
631504,CLE,22,0,Guaranteed Rate Field,4
631504,CWS,22,1,Guaranteed Rate Field,4
631505,CWS,23,1,Guaranteed Rate Field,4
631505,KC,20,1,Guaranteed Rate Field,4
631506,CLE,24,0,Guaranteed Rate Field,4
631506,CWS,18,2,Guaranteed Rate Field,4
631507,CWS,14,2,Guaranteed Rate Field,4
631507,STL,24,2,Guaranteed Rate Field,4
631508,CWS,15,0,Guaranteed Rate Field,4
631508,STL,22,0,Guaranteed Rate Field,4
631509,COL,27,0,Coors Field,19
631509,OAK,22,0,Coors Field,19
631510,COL,30,1,Coors Field,19
631510,LAD,29,2,Coors Field,19
631511,COL,31,1,Coors Field,19
631511,LAD,40,3,Coors Field,19
631512,COL,20,0,Coors Field,19
631512,LAD,30,2,Coors Field,19
631513,CWS,18,1,Guaranteed Rate Field,4
631513,MIL,31,2,Guaranteed Rate Field,4
631514,CWS,27,1,Guaranteed Rate Field,4
631514,MIN,29,2,Guaranteed Rate Field,4
631515,CWS,27,5,Guaranteed Rate Field,4
631515,MIN,28,1,Guaranteed Rate Field,4
631516,COL,25,0,Coors Field,19
631516,TEX,20,1,Coors Field,19
631517,CWS,22,1,Guaranteed Rate Field,4
631517,MIN,33,4,Guaranteed Rate Field,4
631518,CWS,23,0,Guaranteed Rate Field,4
631518,MIL,21,0,Guaranteed Rate Field,4
631519,COL,23,0,Coors Field,19
631519,LAD,27,0,Coors Field,19
631520,COL,20,1,Coors Field,19
631520,OAK,29,0,Coors Field,19
631521,COL,30,1,Coors Field,19
631521,TEX,23,2,Coors Field,19
631522,COL,27,0,Coors Field,19
631522,HOU,40,4,Coors Field,19
631523,COL,32,3,Coors Field,19
631523,HOU,27,1,Coors Field,19
631524,COL,27,1,Coors Field,19
631524,SD,39,0,Coors Field,19
631525,COL,26,0,Coors Field,19
631525,SD,29,0,Coors Field,19
631526,COL,22,0,Coors Field,19
631526,SD,35,5,Coors Field,19
631527,COL,20,0,Coors Field,19
631527,SD,26,1,Coors Field,19
631528,COL,26,2,Coors Field,19
631528,SF,47,4,Coors Field,19
631529,COL,30,2,Coors Field,19
631529,SF,28,1,Coors Field,19
631530,COL,26,2,Coors Field,19
631530,LAA,28,2,Coors Field,19
631531,COL,31,0,Coors Field,19
631531,LAA,33,1,Coors Field,19
631532,COL,22,1,Coors Field,19
631532,LAA,25,1,Coors Field,19
631533,COL,32,0,Coors Field,19
631533,TEX,31,1,Coors Field,19
631534,CLE,16,2,Progressive Field,5
631534,CWS,17,0,Progressive Field,5
631535,ARI,40,1,Coors Field,19
631535,COL,32,3,Coors Field,19
631536,CLE,21,0,Progressive Field,5
631536,PIT,20,1,Progressive Field,5
631537,CLE,20,0,Progressive Field,5
631537,PIT,29,3,Progressive Field,5
631538,CLE,29,2,Progressive Field,5
631538,PIT,26,2,Progressive Field,5
631539,COL,33,2,Coors Field,19
631539,SD,31,2,Coors Field,19
631540,COL,25,2,Coors Field,19
631540,SD,19,1,Coors Field,19
631541,COL,30,3,Coors Field,19
631541,SD,29,0,Coors Field,19
631542,COL,26,2,Coors Field,19
631542,SF,27,3,Coors Field,19
631543,COL,21,1,Coors Field,19
631543,SF,23,0,Coors Field,19
631544,COL,26,1,Coors Field,19
631544,SF,29,1,Coors Field,19
631545,COL,27,3,Coors Field,19
631545,SF,30,1,Coors Field,19
631546,ARI,35,1,Coors Field,19
631546,COL,32,2,Coors Field,19
631547,ARI,35,2,Coors Field,19
631547,COL,28,1,Coors Field,19
631548,CLE,26,1,Progressive Field,5
631548,DET,30,3,Progressive Field,5
631549,CLE,29,0,Progressive Field,5
631549,CWS,20,1,Progressive Field,5
631550,CLE,28,2,Progressive Field,5
631550,CWS,26,1,Progressive Field,5
631551,CLE,21,2,Progressive Field,5
631551,DET,29,3,Progressive Field,5
631552,CLE,25,1,Progressive Field,5
631552,MIN,24,2,Progressive Field,5
631553,CLE,20,1,Progressive Field,5
631553,MIN,20,0,Progressive Field,5
631554,CLE,22,1,Progressive Field,5
631554,MIN,27,1,Progressive Field,5
631555,CLE,21,0,Progressive Field,5
631555,MIL,27,1,Progressive Field,5
631556,CLE,15,1,Progressive Field,5
631556,MIL,24,2,Progressive Field,5
631557,CLE,25,0,Progressive Field,5
631557,MIL,20,0,Progressive Field,5
631558,CLE,29,0,Progressive Field,5
631558,KC,28,1,Progressive Field,5
631559,CLE,24,3,Progressive Field,5
631559,KC,27,1,Progressive Field,5
631560,CLE,27,0,Progressive Field,5
631560,KC,28,0,Progressive Field,5
631561,CLE,22,0,Progressive Field,5
631561,KC,32,3,Progressive Field,5
631562,CLE,24,2,Progressive Field,5
631562,CWS,23,1,Progressive Field,5
631563,CLE,25,0,Progressive Field,5
631563,KC,12,0,Progressive Field,5
631564,CLE,28,0,Progressive Field,5
631564,DET,16,1,Progressive Field,5
631565,CLE,19,0,Progressive Field,5
631565,KC,27,2,Progressive Field,5
631566,CLE,28,2,Progressive Field,5
631566,KC,18,0,Progressive Field,5
631567,CLE,21,1,Progressive Field,5
631567,CWS,28,2,Progressive Field,5
631568,CHC,21,2,Progressive Field,5
631568,CLE,24,0,Progressive Field,5
631569,CLE,21,0,Progressive Field,5
